,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_None,Cabin_T,Embarked_C,Embarked_Missing,Embarked_Q,Embarked_S
469,3,0.75,2,1,19.2583,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
859,3,29.69911764705882,0,0,7.2292,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
758,3,34.0,0,0,8.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
651,2,18.0,0,1,23.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
194,1,44.0,0,0,27.7208,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
760,3,29.69911764705882,0,0,14.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
868,3,29.69911764705882,0,0,9.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
503,3,37.0,0,0,9.5875,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
861,2,21.0,1,0,11.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
741,1,36.0,1,0,78.85,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
579,3,32.0,0,0,7.925,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
888,3,29.69911764705882,1,2,23.45,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
162,3,26.0,0,0,7.775,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
630,1,80.0,0,0,30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
152,3,55.5,0,0,8.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
684,2,60.0,1,1,39.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
629,3,29.69911764705882,0,0,7.7333,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
675,3,18.0,0,0,7.775,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
111,3,14.5,1,0,14.4542,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
226,2,19.0,0,0,10.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
618,2,4.0,2,1,39.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
103,3,33.0,0,0,8.6542,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
421,3,21.0,0,0,7.7333,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
419,3,10.0,0,2,24.15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
586,2,47.0,0,0,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
119,3,2.0,4,2,31.275,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
53,2,29.0,1,0,26.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
151,1,22.0,1,0,66.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
403,3,28.0,1,0,15.85,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
839,1,29.69911764705882,0,0,29.7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
207,3,26.0,0,0,18.7875,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
752,3,33.0,0,0,9.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
717,2,27.0,0,0,10.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8,3,27.0,0,2,11.1333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
722,2,34.0,0,0,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
36,3,29.69911764705882,0,0,7.2292,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
452,1,30.0,0,0,27.75,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
253,3,30.0,1,0,16.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
303,2,29.69911764705882,0,0,12.35,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
667,3,29.69911764705882,0,0,7.775,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
571,1,53.0,2,0,51.4792,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
636,3,32.0,0,0,7.925,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
714,2,52.0,0,0,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
262,1,52.0,1,1,79.65,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
610,3,39.0,1,5,31.275,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
297,1,2.0,1,2,151.55,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
414,3,44.0,0,0,7.925,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
150,2,51.0,0,0,12.525,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
705,2,39.0,0,0,26.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
789,1,46.0,0,0,79.2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
550,1,17.0,0,2,110.8833,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
488,3,30.0,0,0,8.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
147,3,9.0,2,2,34.375,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
146,3,27.0,0,0,7.7958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
836,3,21.0,0,0,8.6625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
826,3,29.69911764705882,0,0,56.4958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
870,3,26.0,0,0,7.8958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
348,3,3.0,1,1,15.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
463,2,48.0,0,0,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
325,1,36.0,0,0,135.6333,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
186,3,29.69911764705882,1,0,15.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
123,2,32.5,0,0,13.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
759,1,33.0,0,0,86.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
608,2,22.0,1,2,41.5792,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
143,3,19.0,0,0,6.75,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
851,3,74.0,0,0,7.775,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
197,3,42.0,0,1,8.4042,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
609,1,40.0,0,0,153.4625,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
279,3,35.0,1,1,20.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
293,3,24.0,0,0,8.85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
400,3,39.0,0,0,7.925,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
122,2,32.5,1,0,30.0708,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
183,2,1.0,2,1,39.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
202,3,34.0,0,0,6.4958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
438,1,64.0,1,4,263.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
246,3,25.0,0,0,7.775,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
415,3,29.69911764705882,0,0,8.05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
788,3,1.0,1,2,20.575,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
129,3,45.0,0,0,6.975,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
637,2,31.0,1,1,26.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
402,3,21.0,1,0,9.825,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
794,3,25.0,0,0,7.8958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
689,1,15.0,0,1,211.3375,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
810,3,26.0,0,0,7.8875,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
219,2,30.0,0,0,10.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
641,1,24.0,0,0,69.3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
812,2,35.0,0,0,10.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
672,2,70.0,0,0,10.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
815,1,29.69911764705882,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
624,3,21.0,0,0,16.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
855,3,18.0,0,1,9.35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
680,3,29.69911764705882,0,0,8.1375,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
386,3,1.0,5,2,46.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
863,3,29.69911764705882,8,2,69.55,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
509,3,26.0,0,0,56.4958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
267,3,25.0,1,0,7.775,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
732,2,29.69911764705882,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
441,3,20.0,0,0,9.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
496,1,54.0,1,0,78.2667,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
112,3,22.0,0,0,8.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
232,2,59.0,0,0,13.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
774,2,54.0,1,3,23.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
607,1,27.0,0,0,30.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
671,1,31.0,1,0,52.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
373,1,22.0,0,0,135.6333,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
872,1,33.0,0,0,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
751,3,6.0,0,1,12.475,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
233,3,5.0,4,2,31.3875,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
806,1,39.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
676,3,24.5,0,0,8.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
317,2,54.0,0,0,14.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
648,3,29.69911764705882,0,0,7.55,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
410,3,29.69911764705882,0,0,7.8958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
798,3,30.0,0,0,7.2292,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
358,3,29.69911764705882,0,0,7.8792,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
258,1,35.0,0,0,512.3292,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
627,1,21.0,0,0,77.9583,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
632,1,32.0,0,0,30.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
282,3,16.0,0,0,9.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
376,3,22.0,0,0,7.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
384,3,29.69911764705882,0,0,7.8958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
224,1,38.0,1,0,90.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
846,3,29.69911764705882,8,2,69.55,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
728,2,25.0,1,0,26.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
472,2,33.0,1,2,27.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
347,3,29.69911764705882,1,0,16.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
505,1,18.0,1,0,108.9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
639,3,29.69911764705882,1,0,16.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
878,3,29.69911764705882,0,0,7.8958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
824,3,2.0,4,1,39.6875,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
803,3,0.42,0,1,8.5167,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
619,2,26.0,0,0,10.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
761,3,41.0,0,0,7.125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
645,1,48.0,1,0,76.7292,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
754,2,48.0,1,2,65.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
556,1,48.0,1,0,39.6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
850,3,4.0,4,2,31.275,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
577,1,39.0,1,0,55.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
85,3,33.0,3,0,15.85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
242,2,29.0,0,0,10.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
698,1,49.0,1,1,110.8833,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
159,3,29.69911764705882,8,2,69.55,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
524,3,29.69911764705882,0,0,7.2292,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
35,1,42.0,1,0,52.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
540,1,36.0,0,2,71.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
170,1,61.0,0,0,33.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
654,3,18.0,0,0,6.75,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
786,3,18.0,0,0,7.4958,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
755,2,0.67,1,1,14.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
838,3,32.0,0,0,56.4958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
95,3,29.69911764705882,0,0,8.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
563,3,29.69911764705882,0,0,8.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
240,3,29.69911764705882,1,0,14.4542,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
574,3,16.0,0,0,8.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
690,1,31.0,1,0,57.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
460,1,48.0,0,0,26.55,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
553,3,22.0,0,0,7.225,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
780,3,13.0,0,0,7.2292,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
206,3,32.0,1,0,15.85,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
392,3,28.0,2,0,7.925,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
397,2,46.0,0,0,26.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
756,3,28.0,0,0,7.7958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
217,2,42.0,1,0,27.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
4,3,35.0,0,0,8.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
642,3,2.0,3,2,27.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
797,3,31.0,0,0,8.6833,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
612,3,29.69911764705882,1,0,15.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
738,3,29.69911764705882,0,0,7.8958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
546,2,19.0,1,0,26.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
725,3,20.0,0,0,8.6625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
683,3,14.0,5,2,46.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
98,2,34.0,0,1,23.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
727,3,29.69911764705882,0,0,7.7375,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
573,3,29.69911764705882,0,0,7.75,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
406,3,51.0,0,0,7.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
502,3,29.69911764705882,0,0,7.6292,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47,3,29.69911764705882,0,0,7.75,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32,3,29.69911764705882,0,0,7.75,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
200,3,28.0,0,0,9.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
134,2,25.0,0,0,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
27,1,19.0,3,2,263.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
847,3,35.0,0,0,7.8958,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
230,1,35.0,1,0,83.475,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
489,3,9.0,1,1,15.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
378,3,20.0,0,0,4.0125,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
288,2,42.0,0,0,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
418,2,30.0,0,0,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
674,2,29.69911764705882,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
391,3,21.0,0,0,7.7958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
592,3,47.0,0,0,7.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
498,1,25.0,1,2,151.55,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
138,3,16.0,0,0,9.2167,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
62,1,45.0,1,0,83.475,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
471,3,38.0,0,0,8.6625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
647,1,56.0,0,0,35.5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
128,3,29.69911764705882,1,1,22.3583,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
867,1,31.0,0,0,50.4958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
520,1,30.0,0,0,93.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
64,1,29.69911764705882,0,0,27.7208,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
14,3,14.0,0,0,7.8542,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
156,3,16.0,0,0,7.7333,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40,3,40.0,1,0,9.475,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
492,1,55.0,0,0,30.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
379,3,19.0,0,0,7.775,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
187,1,45.0,0,0,26.55,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
763,1,36.0,1,2,120.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
216,3,27.0,0,0,7.925,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
52,1,49.0,1,0,76.7292,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
337,1,41.0,0,0,134.5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
748,1,19.0,1,0,53.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
719,3,33.0,0,0,7.775,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
724,1,27.0,1,0,53.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
295,1,29.69911764705882,0,0,27.7208,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
701,1,35.0,0,0,26.2875,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
251,3,29.0,1,1,10.4625,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
726,2,30.0,3,0,21.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
461,3,34.0,0,0,8.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
455,3,29.0,0,0,7.8958,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
887,1,19.0,0,0,30.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
269,1,35.0,0,0,135.6333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
201,3,29.69911764705882,8,2,69.55,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
161,2,40.0,0,0,15.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
555,1,62.0,0,0,26.55,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
729,3,25.0,1,0,7.925,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
401,3,26.0,0,0,8.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
702,3,18.0,0,1,14.4542,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
476,2,34.0,1,0,21.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
771,3,48.0,0,0,7.8542,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
105,3,28.0,0,0,7.8958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
565,3,24.0,2,0,24.15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
389,2,17.0,0,0,12.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,38.0,1,0,71.2833,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
832,3,29.69911764705882,0,0,7.2292,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
561,3,40.0,0,0,7.8958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
80,3,22.0,0,0,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
205,3,2.0,0,1,10.4625,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34,1,28.0,1,0,82.1708,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
775,3,18.0,0,0,7.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
508,3,28.0,0,0,22.525,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
427,2,19.0,0,0,26.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
454,3,29.69911764705882,0,0,8.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
366,1,60.0,1,0,75.25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
91,3,20.0,0,0,7.8542,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
339,1,45.0,0,0,35.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
564,3,29.69911764705882,0,0,8.05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
345,2,24.0,0,0,13.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
776,3,29.69911764705882,0,0,7.75,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
241,3,29.69911764705882,1,0,15.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13,3,39.0,1,5,31.275,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
315,3,26.0,0,0,7.8542,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
600,2,24.0,2,1,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
387,2,36.0,0,0,13.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
273,1,37.0,0,1,29.7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
166,1,29.69911764705882,0,1,55.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
883,2,28.0,0,0,10.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
646,3,19.0,0,0,7.8958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
818,3,43.0,0,0,6.45,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
484,1,25.0,1,0,91.0792,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
873,3,47.0,0,0,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
504,1,16.0,0,0,86.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
831,2,0.83,1,1,18.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
243,3,22.0,0,0,7.125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
566,3,19.0,0,0,7.8958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
562,2,28.0,0,0,13.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
686,3,14.0,4,1,39.6875,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
189,3,36.0,0,0,7.8958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
782,1,29.0,0,0,30.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
699,3,42.0,0,0,7.65,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
475,1,29.69911764705882,0,0,52.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
681,1,27.0,0,0,76.7292,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
510,3,29.0,0,0,7.75,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
58,2,5.0,1,2,27.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
474,3,22.0,0,0,9.8375,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
560,3,29.69911764705882,0,0,7.75,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
747,2,30.0,0,0,13.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
252,1,62.0,0,0,26.55,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
21,2,34.0,0,0,13.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
313,3,28.0,0,0,7.8958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
459,3,29.69911764705882,0,0,7.75,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
160,3,44.0,0,1,16.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
276,3,45.0,0,0,7.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
191,2,19.0,0,0,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
385,2,18.0,0,0,73.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
805,3,31.0,0,0,7.775,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
413,2,29.69911764705882,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
491,3,21.0,0,0,7.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
343,2,25.0,0,0,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
769,3,32.0,0,0,8.3625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
308,2,30.0,1,0,24.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
661,3,40.0,0,0,7.225,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
130,3,33.0,0,0,7.8958,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
663,3,36.0,0,0,7.4958,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
871,1,47.0,1,1,52.5542,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
99,2,34.0,1,0,26.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
372,3,19.0,0,0,8.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
